Customer_ID,Age,Income_Level,Number_of_Subscriptions,Avg_Usage_Hours_Per_Week,App_Switch_Frequency,Discount_Used,Customer_Support_Interactions,Payment_Mode,Tenure_Months,Device_Type,Satisfaction_Score,Monthly_Total_Spend,Will_Cancel_Next_3_Months
363,20,Low,6,9.1,0,0,5,Credit Card,29,Android,7,304.03,0
364,35,Medium,8,10.6,1,0,6,Credit Card,32,Android,3,709.6,1
365,42,Low,6,5.5,7,1,9,Debit Card,20,Android,3,230.94,0
366,59,Medium,6,8.9,4,1,4,Debit Card,45,Android,9,243.38,0
367,48,Low,7,3.1,13,1,4,Credit Card,22,Android,1,337.89,1
368,20,High,11,9.6,4,1,9,UPI,22,Android,2,1364.55,1
369,57,Medium,10,6.3,10,0,4,UPI,1,Web,5,908.35,0
370,63,Low,11,7.2,6,0,6,Credit Card,33,iOS,5,582.71,0
371,41,Medium,4,11.4,13,0,9,Wallet,41,Android,1,493.64,1
372,49,Medium,8,13.5,3,1,9,UPI,37,Android,3,808.18,1
373,64,Low,4,5.8,8,0,2,Wallet,31,iOS,9,298.7,0
374,39,Low,7,5.4,2,1,9,Credit Card,39,iOS,6,373.09,0
375,40,Medium,1,10.1,7,0,7,Wallet,15,iOS,1,38.83,0
376,19,Low,12,9.9,2,0,9,UPI,6,Android,9,614.93,0
377,44,Low,9,4.4,14,0,3,Wallet,33,Web,9,405.36,1
378,59,Low,10,7.9,7,1,3,UPI,6,Android,5,535.77,0
379,19,Medium,9,7.9,13,1,5,UPI,11,iOS,7,723.53,0
380,43,Medium,7,7.9,0,1,7,Credit Card,47,Android,2,665.37,1
381,34,Low,8,10.0,9,1,8,Wallet,22,iOS,9,231.07,1
382,57,High,2,12.5,12,1,0,UPI,18,Android,9,422.24,0
383,50,High,10,7.3,9,0,1,Credit Card,10,Android,9,1154.57,0
384,26,Low,12,13.4,6,0,9,UPI,28,iOS,1,599.2,1
385,60,Low,10,7.6,11,0,5,Credit Card,42,iOS,1,623.67,1
386,65,High,7,12.9,0,0,6,UPI,26,Android,5,743.91,0
387,56,Medium,1,9.3,1,1,9,UPI,18,iOS,2,272.3,0
388,46,Low,3,11.3,10,0,4,Debit Card,8,iOS,5,239.55,0
389,59,Medium,6,10.8,10,0,4,Debit Card,6,Android,5,584.22,0
390,43,Medium,5,5.6,11,1,5,Credit Card,26,Android,3,510.55,0
391,52,Low,5,9.1,11,0,5,Credit Card,47,iOS,1,289.38,0
392,42,Medium,9,5.3,0,1,3,Credit Card,31,Android,6,764.59,0
393,41,Medium,6,7.7,9,1,9,Wallet,33,Android,1,467.65,1
394,30,Medium,3,4.6,2,0,6,Credit Card,29,Android,4,502.66,1
395,24,High,2,7.4,8,1,8,Debit Card,19,Android,1,267.67,1
396,53,Low,9,8.2,0,0,1,Credit Card,27,Android,2,480.65,0
397,62,Medium,10,5.4,2,1,7,Credit Card,18,Android,5,837.02,0
398,37,Medium,4,8.0,1,0,9,UPI,4,Android,10,707.73,0
399,18,Medium,11,10.4,4,1,9,Wallet,23,iOS,4,722.66,1
400,25,Low,5,5.1,11,0,5,Credit Card,8,Web,1,413.73,0
401,63,Medium,9,10.7,14,0,2,Debit Card,40,Android,4,766.75,1
402,33,Low,5,10.8,6,0,1,Wallet,24,iOS,3,313.88,0
403,31,Low,7,5.1,14,0,9,Credit Card,5,Web,9,508.79,1
404,29,Low,2,0.2,5,0,9,Wallet,11,Android,2,229.58,1
405,40,Medium,2,11.3,9,1,5,UPI,43,Android,7,271.05,0
406,32,Low,4,7.3,4,1,5,Wallet,14,iOS,1,216.61,0
407,45,Medium,8,8.0,12,1,4,UPI,11,Android,4,615.34,1
408,51,Low,2,14.1,2,0,3,Credit Card,13,iOS,5,221.71,0
409,19,Low,10,9.3,12,1,8,Debit Card,22,Android,4,716.88,1
410,49,Low,7,9.4,6,0,1,UPI,40,Android,3,484.6,0
411,40,Low,1,8.0,11,0,3,Wallet,14,iOS,5,263.2,0
412,39,Medium,9,7.4,8,0,0,UPI,20,iOS,9,824.66,0
413,42,Medium,10,7.8,1,0,9,Debit Card,1,Android,6,880.78,0
414,39,High,6,7.6,5,0,3,UPI,21,Android,7,727.02,0
415,39,High,11,2.9,14,0,7,Credit Card,25,Android,8,1312.98,1
416,59,Medium,1,5.0,11,0,9,Credit Card,28,Android,8,206.84,0
417,23,Medium,10,7.8,4,1,2,UPI,37,Android,10,833.3,0
418,32,Low,6,14.1,8,0,2,Debit Card,32,Android,5,633.71,0
419,60,Medium,5,3.8,7,1,5,Wallet,36,Android,3,410.15,0
420,54,Medium,12,6.4,8,0,1,UPI,36,iOS,9,707.86,0
421,50,Low,5,6.4,6,1,3,Wallet,2,Android,8,470.09,0
422,25,Low,5,10.1,4,0,4,Debit Card,40,Android,5,474.97,0
423,61,Low,4,8.3,3,1,7,UPI,29,Android,10,381.17,0
424,61,Medium,7,6.1,13,0,3,Credit Card,46,Android,7,692.87,0
425,22,Medium,9,11.5,12,1,4,Debit Card,16,iOS,3,796.89,1
426,56,Medium,4,5.0,7,0,3,Wallet,27,iOS,2,458.47,0
427,21,Medium,2,6.5,1,1,2,Credit Card,9,Android,10,303.12,0
428,23,Medium,2,4.7,0,0,5,UPI,40,Android,2,307.41,0
429,62,Medium,2,11.0,2,0,8,Debit Card,45,Android,7,309.56,0
430,49,Low,7,7.9,6,0,5,UPI,5,iOS,5,381.81,0
431,47,Medium,4,5.9,0,1,6,Wallet,13,iOS,5,670.3,0
432,64,Medium,4,9.3,4,1,7,UPI,45,Android,7,471.86,0
433,52,Medium,1,12.7,13,0,0,UPI,25,Android,8,178.6,0
434,57,Medium,4,1.2,14,0,6,Wallet,5,iOS,5,423.51,1
435,33,Medium,6,9.8,4,1,7,UPI,46,Android,6,818.42,0
436,30,Low,2,13.2,2,0,6,Debit Card,9,Android,7,110.89,0
437,59,Medium,4,12.7,10,0,0,Credit Card,19,iOS,10,351.65,0
438,47,High,11,7.3,0,0,1,Wallet,5,iOS,7,1252.03,0
439,36,Medium,7,8.3,4,0,3,Wallet,32,iOS,9,440.87,0
440,34,Low,9,8.6,7,0,4,UPI,8,Web,2,484.51,0
441,36,Low,2,7.2,8,0,8,UPI,19,iOS,7,339.7,0
442,45,High,8,10.8,11,1,8,Debit Card,3,Android,3,907.08,1
443,43,Low,6,3.2,12,0,1,Wallet,23,iOS,2,541.57,1
444,54,Low,8,9.7,5,0,6,Debit Card,43,Android,10,479.54,0
445,43,Medium,2,7.8,0,0,2,UPI,10,iOS,7,240.39,0
446,40,High,11,11.0,13,0,7,Wallet,20,Android,6,1290.21,1
447,26,Low,1,11.3,12,0,8,Credit Card,38,Web,9,486.47,0
448,29,Medium,7,8.3,14,0,3,UPI,21,iOS,5,599.82,0
449,18,Medium,9,6.1,4,0,1,Debit Card,19,iOS,3,782.53,0
450,18,Low,9,11.1,1,0,9,UPI,14,iOS,7,611.9,0
451,64,High,2,4.2,0,1,8,Wallet,2,Android,6,406.21,0
452,51,Medium,4,4.8,12,0,1,Wallet,32,Android,9,584.65,0
453,49,Medium,1,7.8,2,0,1,Wallet,26,Android,3,232.9,0
454,65,High,11,6.4,10,0,8,Debit Card,37,iOS,4,1306.36,1
455,42,High,7,7.4,9,0,5,UPI,45,Android,5,883.29,0
456,57,Medium,2,7.1,4,0,4,Credit Card,44,iOS,8,338.06,0
457,62,Low,4,7.9,8,0,5,Wallet,40,iOS,5,282.04,0
458,18,High,12,12.5,6,0,8,UPI,28,Android,4,1564.39,1
459,33,Medium,2,4.5,5,0,0,Debit Card,24,iOS,10,287.61,0
460,56,High,1,6.6,8,1,6,Debit Card,18,iOS,1,364.96,1
461,22,High,7,10.5,13,0,7,Debit Card,17,Android,2,959.07,1
462,39,Low,6,8.1,13,0,3,Wallet,43,Android,5,395.35,0
463,46,High,2,5.1,5,0,7,UPI,47,Web,4,184.71,0
464,20,Medium,4,7.7,10,1,9,Debit Card,37,Android,8,502.88,0
465,29,Medium,12,3.5,3,0,0,UPI,19,iOS,3,814.38,1
466,43,Low,11,11.1,6,0,7,Debit Card,13,Android,2,610.5,1
467,33,High,3,8.4,12,0,2,Credit Card,20,Android,2,596.93,0
468,54,Medium,12,14.6,1,1,3,Debit Card,17,iOS,6,925.55,0
469,39,Medium,3,4.6,1,1,7,Debit Card,27,Android,10,178.69,0
470,46,High,3,6.0,5,1,7,UPI,4,iOS,5,340.85,0
471,31,Medium,11,8.5,12,0,1,Credit Card,31,Android,9,983.59,0
472,45,Medium,4,12.0,4,0,8,Debit Card,26,Android,4,311.54,0
473,22,High,1,6.5,5,0,3,Debit Card,37,iOS,6,381.11,0
474,64,Medium,1,5.9,1,0,5,Debit Card,1,Android,9,198.48,0
475,47,High,7,8.2,1,1,7,Wallet,12,Android,2,942.05,1
476,63,High,5,6.0,0,0,3,UPI,42,Android,4,712.1,0
477,22,Medium,3,9.4,1,0,7,Wallet,45,Android,2,357.2,0
478,29,Medium,9,8.2,13,1,6,Wallet,16,iOS,5,792.97,1
479,33,Low,5,10.1,10,0,7,Wallet,34,Android,1,461.23,1
480,43,Medium,10,10.7,9,1,3,Debit Card,24,Android,4,728.45,1
481,43,Medium,3,9.1,6,0,1,Credit Card,41,Android,5,396.14,0
482,65,Medium,9,11.5,1,0,3,Credit Card,24,Android,9,668.55,0
483,38,Low,1,7.0,2,1,4,Credit Card,37,Android,5,310.24,0
484,56,Low,9,3.7,10,1,3,Wallet,43,Android,6,569.93,1
485,53,Low,5,4.8,12,0,7,Debit Card,4,iOS,8,292.05,1
486,50,Low,6,7.7,5,0,9,Debit Card,8,Android,3,427.49,0
487,47,Medium,2,9.3,5,1,4,Credit Card,16,Android,10,430.49,0
488,54,Low,8,9.8,9,0,8,Credit Card,43,iOS,4,362.02,1
489,40,Low,3,6.1,10,0,6,Credit Card,9,iOS,5,209.52,0
490,27,Low,1,10.6,8,0,6,Credit Card,41,Android,7,247.0,0
491,22,Medium,7,1.0,11,0,4,Debit Card,24,Android,5,486.48,1
492,53,High,12,6.4,10,0,2,Wallet,39,iOS,5,1442.01,0
493,51,Low,3,9.5,11,0,7,UPI,1,Android,9,322.53,0
494,48,Medium,4,10.7,14,1,3,Debit Card,3,iOS,6,565.81,0
495,27,Medium,5,10.3,14,0,2,Credit Card,9,Android,4,655.22,0
496,36,Low,1,10.8,1,0,3,Debit Card,46,Android,6,171.06,0
497,49,Medium,11,8.5,14,0,0,UPI,47,iOS,10,873.05,0
498,18,Low,11,7.6,6,1,7,Credit Card,36,Android,3,521.08,1
499,22,Medium,9,2.4,0,0,8,UPI,47,Web,6,774.63,1
500,62,Low,7,7.3,5,0,2,Wallet,11,iOS,9,282.39,0
501,21,High,2,4.6,8,1,9,Debit Card,41,Web,3,469.54,1
502,33,Low,1,9.8,7,0,5,Debit Card,45,iOS,1,313.27,0
503,41,Medium,11,3.9,5,0,3,Wallet,3,iOS,9,831.72,0
504,33,High,2,7.5,12,0,8,UPI,34,Android,3,196.6,1
505,19,Low,3,4.4,5,0,1,Credit Card,35,Web,8,228.01,0
506,45,Medium,12,8.0,5,0,2,Credit Card,16,Android,9,875.17,0
507,49,Medium,3,7.6,14,1,0,Credit Card,14,Android,2,369.91,0
508,44,Medium,8,2.7,7,1,6,UPI,36,iOS,5,661.86,1
509,37,Low,5,9.0,12,1,8,Debit Card,3,Android,4,204.16,1
510,41,Low,9,7.1,1,0,0,Credit Card,6,Android,5,487.51,0
511,29,Medium,3,8.1,10,0,2,Wallet,16,Android,4,462.32,0
512,52,Medium,6,6.8,8,1,6,Debit Card,40,Web,4,504.3,1
513,50,Medium,4,5.8,9,1,2,Debit Card,32,Web,3,423.36,0
514,50,Low,8,10.3,7,1,2,UPI,34,iOS,2,435.16,0
515,60,Low,12,11.1,1,0,2,Wallet,32,iOS,8,697.95,0
516,54,Medium,1,10.9,13,1,3,Wallet,33,Android,3,202.77,0
517,29,Medium,4,3.9,10,0,3,Debit Card,13,iOS,10,469.09,0
518,20,Medium,7,12.2,7,1,7,Debit Card,28,Web,2,678.33,1
519,18,Low,9,9.7,0,1,4,Debit Card,18,Android,8,431.61,0
520,50,Low,1,11.7,5,0,2,Credit Card,37,iOS,8,128.35,0
521,57,Low,8,11.7,5,0,9,Debit Card,24,Android,5,427.5,0
522,27,Low,2,9.0,8,0,4,Credit Card,1,iOS,2,37.31,0
523,60,Low,4,5.6,8,0,8,Credit Card,29,iOS,10,346.68,0
524,61,Medium,4,5.7,4,1,5,UPI,27,Android,8,349.74,0
525,46,Medium,8,6.0,0,0,3,Credit Card,14,Android,4,608.8,0
526,30,Medium,11,7.5,11,1,0,Credit Card,24,Android,5,1070.24,0
527,29,Low,2,5.0,13,0,7,UPI,15,iOS,9,282.5,0
528,48,Low,7,2.9,10,1,4,Debit Card,10,iOS,6,375.38,1
529,63,Medium,3,2.9,0,1,8,Debit Card,24,Android,4,359.48,1
530,19,High,9,7.9,6,1,6,Credit Card,16,Android,10,1159.49,0
531,52,Medium,5,7.2,10,1,1,UPI,31,Android,8,493.55,0
532,40,Medium,12,9.5,10,1,1,UPI,29,Android,1,806.36,1
533,34,High,8,7.5,3,1,7,UPI,9,Android,6,983.51,0
534,43,Medium,5,11.5,8,0,4,Debit Card,36,Android,9,507.01,0
535,25,Low,1,6.2,2,0,4,Wallet,11,Android,8,286.52,0
536,46,Medium,9,9.0,14,1,5,UPI,19,Android,6,843.28,0
537,43,Low,10,9.7,5,0,6,UPI,16,Web,8,420.47,0
538,27,Medium,11,8.2,8,1,3,Credit Card,9,Android,2,927.57,1
539,43,Medium,12,11.0,3,0,8,UPI,44,iOS,6,902.6,0
540,51,Medium,7,9.6,4,0,7,UPI,27,Android,2,614.86,1
541,58,Low,4,10.4,4,0,5,Credit Card,34,Android,8,194.85,0
542,24,Medium,7,6.1,12,1,0,Debit Card,11,Android,8,467.03,0
543,21,Medium,5,7.3,4,0,5,UPI,19,iOS,2,465.43,0
544,62,High,10,1.4,1,1,0,UPI,8,Android,6,1259.84,0
545,28,Medium,9,7.8,10,1,4,Debit Card,43,iOS,9,715.6,0
546,46,High,2,3.9,1,1,5,Wallet,20,Android,5,418.34,0
547,53,Low,4,15.0,14,0,1,Credit Card,41,Web,9,62.87,0
548,42,Medium,6,8.9,0,0,2,Wallet,11,Android,4,589.77,0
549,38,Low,11,6.8,13,0,6,UPI,13,iOS,7,640.79,1
550,53,Low,5,10.3,12,0,4,Credit Card,17,Android,4,280.49,0
551,27,High,1,3.8,0,1,9,UPI,43,iOS,8,354.67,0
552,54,High,9,6.5,3,1,8,UPI,43,Web,5,1112.38,0
553,26,Low,9,7.0,2,0,7,Credit Card,23,Android,9,382.69,0
554,41,Low,3,9.9,3,1,9,UPI,12,iOS,2,257.83,0
555,52,Low,4,5.1,10,0,8,UPI,9,Android,9,396.16,0
556,52,High,4,5.9,11,0,5,Debit Card,27,Web,1,490.58,0
557,65,Low,10,8.3,14,0,1,Debit Card,25,Android,8,621.29,0
558,53,Low,8,9.9,11,0,5,UPI,23,Web,5,585.76,0
559,35,Low,6,8.6,5,0,4,Credit Card,39,Android,7,323.62,0
560,56,Medium,2,5.3,10,1,9,UPI,9,iOS,6,351.32,0
561,49,High,4,8.3,0,0,3,Wallet,42,Android,10,659.54,0
562,41,Low,1,5.9,7,1,8,UPI,25,Web,2,61.16,0
563,40,Medium,3,5.2,7,0,1,Debit Card,25,Android,10,412.87,0
564,49,Low,4,9.2,6,0,2,UPI,10,Android,10,35.74,0
565,54,Medium,8,9.6,11,1,3,Wallet,15,Android,1,729.87,1
566,29,Medium,3,8.0,14,0,6,Credit Card,37,iOS,7,249.77,0
567,30,Low,5,9.5,10,0,0,Wallet,44,iOS,10,458.18,0
568,40,Low,1,10.3,10,0,8,Debit Card,3,Android,5,170.64,0
569,42,High,4,0.7,3,1,4,Debit Card,24,Android,8,540.6,0
570,52,Low,2,9.2,7,1,0,Credit Card,24,Android,4,272.19,0
571,58,Medium,4,12.6,8,0,7,Wallet,9,Web,7,369.37,0
572,47,Medium,5,7.1,14,0,2,Wallet,33,Android,9,419.68,0
573,34,Low,3,12.6,4,0,0,Wallet,14,Android,2,406.41,0
574,37,Medium,6,8.9,5,0,6,Wallet,3,Android,8,607.33,0
575,65,High,12,8.2,9,1,3,UPI,6,Android,10,1507.78,0
576,42,Medium,2,8.8,7,0,4,Wallet,16,Web,8,346.13,0
577,39,Low,5,3.4,4,1,9,Credit Card,35,Web,6,279.55,0
578,30,Medium,4,13.0,11,1,1,Credit Card,17,Android,3,461.44,0
579,36,Medium,5,6.5,3,1,3,UPI,5,Android,8,494.48,0
580,53,Medium,9,4.4,7,0,4,Debit Card,22,Android,2,694.19,1
581,29,Medium,6,6.4,13,1,3,Debit Card,16,Android,3,659.2,0
582,58,Low,7,8.1,14,1,2,Credit Card,13,Android,2,450.76,1
583,36,Medium,11,11.4,2,1,4,Credit Card,43,Android,3,887.22,0
584,29,Medium,8,7.8,14,1,1,UPI,12,Android,7,638.05,0
585,26,Low,9,7.0,5,1,9,UPI,10,Android,8,562.89,0
586,24,Medium,5,7.1,8,1,9,Debit Card,10,Android,9,460.86,0
587,45,Low,8,3.9,5,0,0,UPI,14,Web,1,488.5,1
588,31,Low,2,6.4,13,0,6,Wallet,33,Android,10,364.65,0
589,48,High,10,6.2,8,1,2,Credit Card,39,Web,10,1208.55,0
590,36,Low,9,8.8,7,0,5,Credit Card,41,Android,2,554.38,0
591,64,Low,2,2.8,11,1,7,Credit Card,45,Android,5,332.72,1
592,33,Medium,12,6.7,8,0,2,Debit Card,41,Android,7,797.16,0
593,22,High,5,11.9,9,1,8,Debit Card,28,Android,1,759.46,1
594,52,High,6,9.3,13,1,4,Credit Card,22,Android,7,729.96,0
595,29,Medium,4,10.8,8,0,7,UPI,18,Android,1,474.76,1
596,42,Low,8,6.8,7,0,9,Debit Card,15,iOS,1,519.63,1
597,38,High,10,13.0,8,0,1,Credit Card,17,iOS,3,1263.38,1
598,53,Medium,3,10.4,13,1,1,UPI,2,Web,8,378.66,0
599,40,Medium,11,8.2,6,1,5,Debit Card,9,Web,1,840.2,0
600,33,High,5,9.9,6,0,1,Credit Card,13,Android,6,845.0,0
601,56,Medium,2,4.3,10,0,5,Debit Card,21,iOS,9,495.21,0
602,62,Low,3,4.2,3,0,8,Wallet,14,iOS,10,330.11,0
603,59,High,8,10.4,0,0,2,Debit Card,41,Android,9,793.0,0
604,56,Medium,11,11.4,14,1,7,Wallet,15,iOS,5,732.14,1
605,31,Low,5,5.2,6,1,2,UPI,2,iOS,3,315.32,0
606,48,Low,3,10.6,7,0,8,Wallet,27,Android,3,381.83,0
607,22,Medium,5,9.6,11,0,4,UPI,34,Android,5,505.84,0
608,52,Low,9,5.6,8,0,7,Debit Card,21,Android,7,636.02,1
609,40,Low,3,5.0,0,0,0,UPI,37,Android,5,341.89,0
610,46,Medium,12,5.8,8,1,0,Credit Card,13,iOS,4,990.16,1
611,60,High,10,6.5,14,1,8,Wallet,42,Android,1,1024.33,1
612,28,Medium,7,6.8,6,0,6,Wallet,7,Android,6,623.45,0
613,35,Medium,8,3.2,6,0,4,Debit Card,35,Android,3,733.37,1
614,64,Medium,5,6.5,2,1,9,Wallet,24,iOS,7,483.69,0
615,29,Medium,3,9.0,0,0,0,Credit Card,47,Android,6,317.89,0
616,26,Low,11,10.0,6,1,2,UPI,1,iOS,5,566.43,0
617,27,High,6,6.2,12,0,9,Debit Card,42,Android,8,752.98,0
618,61,Medium,12,12.5,9,0,9,UPI,21,Android,9,890.51,1
619,34,Low,3,8.1,7,0,8,UPI,41,Android,10,254.62,0
620,55,Low,9,15.6,5,0,9,Wallet,20,Android,6,565.19,0
621,24,Medium,2,5.8,13,0,2,UPI,19,Web,6,447.51,0
622,63,Low,3,9.1,6,0,4,Debit Card,21,Android,8,397.94,0
623,30,Low,7,7.7,8,0,1,Credit Card,18,Android,4,142.48,1
624,57,Medium,10,6.0,7,1,4,UPI,39,iOS,8,779.31,0
625,59,High,8,10.6,13,1,6,Debit Card,25,iOS,3,1067.6,1
626,26,Medium,5,10.3,4,1,4,Credit Card,20,Web,2,481.31,0
627,44,Low,5,7.2,11,0,4,UPI,37,iOS,8,394.24,0
628,19,Low,5,9.0,10,1,3,Credit Card,31,Android,9,340.41,0
629,22,Medium,4,8.8,3,1,3,Credit Card,21,Android,4,371.59,0
630,46,Low,9,7.2,10,1,4,Wallet,16,Android,5,542.25,0
631,54,Medium,6,5.7,3,1,1,Credit Card,7,Android,3,467.1,0
632,55,Low,12,8.0,3,0,5,Credit Card,41,iOS,4,518.38,0
633,36,High,8,7.4,1,0,1,Debit Card,40,Android,6,1018.89,0
634,25,Medium,8,4.8,9,1,8,Debit Card,43,iOS,3,561.14,1
635,65,Low,5,10.0,9,1,5,Debit Card,32,Android,3,360.22,0
636,62,High,12,8.1,6,1,4,Credit Card,7,Android,8,1394.91,0
637,18,Low,9,7.6,7,1,2,Debit Card,40,Android,1,424.46,0
638,39,Low,2,3.5,11,0,9,UPI,12,Android,7,246.49,1
639,34,High,8,9.0,6,1,8,Wallet,34,Android,4,969.72,1
640,24,Low,3,3.5,13,1,7,UPI,18,Android,4,202.46,1
641,42,Medium,7,8.4,14,0,2,Debit Card,13,Android,9,574.22,0
642,62,Low,9,10.6,10,1,0,Credit Card,1,Android,5,472.55,0
643,21,Low,11,13.0,9,0,0,Debit Card,34,Web,5,655.84,0
644,53,Low,5,8.2,7,0,9,Wallet,1,iOS,1,268.65,0
645,23,Medium,11,13.3,10,0,7,Debit Card,25,iOS,8,794.65,1
646,48,Medium,8,10.2,10,0,9,Credit Card,9,Android,6,649.64,1
647,36,Low,4,9.4,8,0,6,Wallet,21,iOS,2,466.77,1
648,61,Low,1,11.3,7,0,6,Debit Card,7,Android,5,151.13,0
649,56,High,1,12.0,4,0,2,Debit Card,19,iOS,5,156.04,0
650,44,High,6,10.5,3,0,5,UPI,31,Web,10,841.01,0
651,27,Medium,8,7.6,4,1,9,UPI,33,Web,5,695.15,0
652,43,High,10,6.4,11,0,4,Debit Card,28,Android,5,1198.25,0
653,36,Medium,2,4.1,10,0,4,Debit Card,21,Web,3,320.15,1
654,56,Low,11,8.5,14,1,5,Credit Card,38,Android,3,402.94,1
655,20,Low,4,11.5,12,0,7,Debit Card,3,iOS,5,346.13,0
656,62,Low,3,5.1,0,0,8,Debit Card,44,iOS,10,409.47,0
657,30,High,9,4.8,4,0,4,UPI,21,Web,5,1194.02,0
658,45,Medium,3,13.4,5,0,9,Wallet,11,iOS,7,455.45,0
659,37,Medium,11,7.2,12,0,6,UPI,39,Android,10,1057.72,1
660,45,Low,8,2.8,8,1,0,Debit Card,46,iOS,3,388.22,1
661,25,Medium,7,3.6,8,1,4,Debit Card,27,Android,10,590.75,1
662,58,Medium,1,9.3,9,0,9,Wallet,35,Android,1,166.48,1
663,56,High,8,6.6,13,0,2,UPI,21,Android,5,1177.11,0
664,18,Low,9,9.4,11,0,9,Wallet,31,Android,5,477.71,1
665,20,Medium,8,7.3,2,0,1,Debit Card,8,iOS,1,737.9,0
666,30,Low,10,8.6,12,0,2,UPI,32,Android,4,495.41,1
667,45,Medium,10,13.3,12,1,9,Debit Card,23,Android,7,716.01,1
668,42,Medium,1,7.4,10,0,8,UPI,37,iOS,10,203.74,0
669,50,Low,11,11.5,7,1,8,UPI,3,Android,6,478.91,0
670,55,Medium,11,8.3,7,0,1,Debit Card,10,Android,4,740.69,0
671,23,Low,7,4.5,8,0,8,Debit Card,23,Web,1,216.03,1
672,61,High,9,13.9,14,1,2,Credit Card,39,Android,5,1132.12,0
673,62,Low,5,14.4,0,1,2,Debit Card,5,Android,9,390.41,0
674,49,Medium,2,7.5,4,1,4,Debit Card,46,Web,9,393.76,0
675,62,High,8,8.5,4,1,3,UPI,43,iOS,6,1088.12,0
676,64,Low,9,11.7,6,0,0,Credit Card,40,iOS,1,391.6,0
677,38,Medium,7,7.4,10,1,0,Wallet,3,Android,6,796.8,0
678,33,Medium,12,10.9,7,1,4,Wallet,38,Android,8,992.64,0
679,38,Low,5,5.6,10,1,3,Credit Card,44,Android,5,373.0,0
680,28,Medium,8,13.5,6,1,7,Credit Card,4,iOS,8,727.42,0
681,54,Medium,6,9.1,14,0,1,Debit Card,11,Android,8,419.31,0
682,53,High,12,10.3,5,0,7,Debit Card,11,Android,3,1371.36,1
683,52,High,4,12.1,3,0,5,Wallet,19,Web,10,691.45,0
684,36,Medium,1,10.5,14,0,9,UPI,4,Android,3,166.58,1
685,37,Medium,6,7.8,8,1,8,UPI,32,iOS,1,527.45,1
686,35,High,8,13.2,1,0,5,Credit Card,31,Android,2,911.09,0
687,64,Medium,3,10.5,5,0,6,UPI,45,Android,7,536.09,0
688,58,Low,12,7.5,9,1,7,Debit Card,36,Web,7,745.88,1
689,31,Medium,7,3.5,5,0,0,Credit Card,18,Android,10,552.8,0
690,32,High,12,8.0,10,0,6,Wallet,33,Android,7,1597.86,1
691,48,Medium,7,6.4,3,0,6,UPI,3,iOS,10,570.62,0
692,18,Medium,9,8.1,12,0,2,Debit Card,6,iOS,8,738.02,0
693,20,Low,1,6.1,2,1,6,Wallet,10,iOS,1,207.07,0
694,33,High,5,9.2,10,0,3,Wallet,43,iOS,9,770.81,0
695,40,Medium,8,6.7,13,0,5,Credit Card,19,Android,2,481.05,1
696,28,Medium,3,12.3,2,0,1,Wallet,1,Android,8,542.26,0
697,29,Low,5,9.8,1,1,3,Credit Card,45,Android,6,332.88,0
698,27,Low,1,6.6,2,0,9,Debit Card,35,Android,8,129.61,0
699,49,Medium,9,8.0,3,0,9,UPI,13,Android,8,661.92,0
700,33,High,4,9.5,9,1,3,UPI,33,Android,5,513.15,0
701,25,Low,5,3.5,3,0,4,Wallet,20,iOS,7,273.76,0
702,55,Low,3,9.4,13,1,5,Wallet,9,iOS,1,411.7,0
703,29,Medium,2,2.9,9,1,3,Debit Card,10,Android,10,207.08,0
704,41,Low,12,12.6,13,1,5,Wallet,34,Android,9,485.56,0
705,45,Low,7,6.9,14,0,8,Debit Card,19,iOS,4,455.45,1
706,25,Medium,11,11.1,6,1,3,Debit Card,15,Android,7,1013.5,0
707,45,High,5,4.6,3,0,6,UPI,38,Android,8,652.05,0
708,53,Low,11,9.7,8,0,6,UPI,37,Android,2,571.55,1
709,43,Medium,10,4.5,7,0,7,Debit Card,24,Android,5,928.58,1
710,25,Low,3,7.1,0,0,1,Wallet,37,Android,9,380.35,0
711,45,Low,2,10.9,9,0,0,UPI,21,Android,2,304.51,0
712,45,Low,10,9.9,0,1,8,Debit Card,33,iOS,3,690.65,1
713,54,Medium,6,9.7,12,0,8,Credit Card,31,Android,9,591.18,0
714,58,Low,10,6.9,5,0,3,Wallet,22,iOS,2,588.55,0
715,53,Medium,6,4.9,3,0,3,UPI,27,Android,2,456.39,0
716,44,Low,3,10.3,9,1,9,Debit Card,19,Android,10,82.3,0
717,34,Low,9,5.2,5,0,2,UPI,11,Android,5,478.58,0
718,26,Low,1,6.1,8,0,2,UPI,13,Android,8,383.2,0
719,50,High,3,12.3,9,0,4,Debit Card,7,Web,6,531.25,0
720,37,Medium,1,9.7,4,1,4,Debit Card,27,iOS,1,273.04,0
721,30,High,7,3.9,7,1,3,Credit Card,24,Android,3,826.03,1
722,45,Medium,2,8.0,1,1,4,Wallet,46,Android,10,271.48,0
723,65,Low,11,7.5,7,1,2,UPI,25,iOS,1,575.93,0
724,46,Medium,11,6.9,7,1,5,Wallet,47,Android,5,942.07,0
725,30,Low,12,7.0,1,0,7,Debit Card,23,iOS,4,831.78,1
726,63,Medium,4,11.9,6,1,5,Debit Card,37,Android,1,373.85,0
727,52,Low,4,14.0,7,0,6,Debit Card,22,Web,1,302.05,0
728,23,Low,8,7.9,6,0,7,Debit Card,22,Android,9,424.63,0
